"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Dominique Forma","Gaumont","R","Mystery & Thriller, Drama","English","Sep 26, 2019","1h 36m","Surround","In need of money for his upcoming wedding, Lenny (Jon Abrahams) agrees to help Rick (Peter Greene) with some work. The job, however, turns out to be kidnapping Jimmy (Jeff Bridges), and it's rather involved indeed. Jimmy is a noted mob kingpin, and the plan goes horribly off-track. Surrounded by Jimmy's armed guards, Lenny finds himself a sitting duck -- trapped in a van with the Mafioso as his hostage. To have a prayer of escaping with his life, Lenny will have to think fast.",50,10,"Scenes of the Crime"
