"Director","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Samuel Fuller","PG","Drama, Horror","English","Jul 7, 1982, Original","Jan 12, 2017","1h 30m","An animal-trainer (Paul Winfield) tries to deprogram an actress's (Kristy McNichol) found dog, trained for racial attacks.",94,73,"White Dog"
