"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jorunn Myklebust Syversen","Maria Ekerhovd","Jorunn Myklebust Syversen","Mer Film","Drama","Norwegian","Nov 12, 2020","1h 35m","Flat (1.85:1)","Mirjam's family questions faith when she starts to lose at faith-based dance competition.",69,NA,"Disco"
