"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Oliver Stone","Dan Halsted, Clayton Townsend","John Ridley","R","Crime, Drama, Mystery & Thriller","English","Apr 25, 2011","$6.6M","2h 5m","Surround, Mono","A two-bit criminal (Sean Penn) meets an attractive woman (Jennifer Lopez) and her spouse (Nick Nolte), each of whom wants him to murder the other.",59,63,"U-Turn"
