"Director","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Gene Saks","Neil Simon","Universal Pictures","PG-13","Comedy","English","Dec 25, 1986, Wide","Mar 27, 2016","$11.0M","1h 48m","Eugene Jerome (Jonathan Silverman) is a Jewish teen living in an unusually hectic Brooklyn, N.Y., household. His father (Bob Dishy) works two jobs, his mother (Blythe Danner) is a professional worrywart and his widowed aunt (Judith Ivey) has moved in, bringing her two daughters (Stacey Glick, Lisa Waltz). Amidst the constant hurly-burly, Jerome dreams of some day becoming a famous writer, but admits that, in the meantime, he'd settle for seeing his first naked woman.",71,79,"Brighton Beach Memoirs"
