"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Mike Nichols","Mike Nichols, Lawrence Turman","Charles Webb, Calder Willingham, Buck Henry","Embassy Pictures Corporation, Lawrence Turman Inc.","PG","Comedy, Drama","English","Dec 21, 1967, Wide","Apr 23, 2017","Jul 3, 2012","$285.8K","1h 45m","Stereo","Scope (2.35:1)","Benjamin Braddock (Dustin Hoffman) has just finished college and, back at his parents' house, he's trying to avoid the one question everyone keeps asking: What does he want to do with his life? An unexpected diversion crops up when he is seduced by Mrs. Robinson (Anne Bancroft), a bored housewife and friend of his parents. But what begins as a fun tryst turns complicated when Benjamin falls for the one woman Mrs. Robinson demanded he stay away from, her daughter, Elaine (Katharine Ross).",87,90,"The Graduate"
