"Director","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Yasujirô Ozu","Shôchiku Eiga","Drama","Japanese","Sep 13, 1949, Original","Mar 27, 2017","1h 47m","Noriko (Setsuko Hara) is perfectly happy living at home with her widowed father, Shukichi (Chishû Ryû), and has no plans to marry -- that is, until her aunt Masa (Haruko Sugimura) convinces Shukichi that unless he marries off his 27-year-old daughter soon, she will likely remain alone for the rest of her life. When Noriko resists Masa's matchmaking, Shukichi is forced to deceive his daughter and sacrifice his own happiness to do what he believes is right.",100,92,"Late Spring"
