"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Ritchie","Warner Bros.","R","Comedy","English","Feb 14, 1986, Wide","Oct 10, 2008","$23.6M","1h 47m","Surround","Molly McGrath (Goldie Hawn) is following her dreams when she quits her cushy girls track coaching position at Prescott High to become the boys football coach at inner-city Central High. Even though she's faced with both racial and gender prejudices, she whips the team into shape, so they can compete against Prescott High in the final. All the while, Molly is also dealing with her ex-husband, Frank Needham (James Keach), who is trying to get custody of their two young daughters.",26,50,"Wildcats"
