"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Emmanuelle Bercot","Caroline Benjo, Carole Scotta","Emmanuelle Bercot, Jérôme Tonnerre","Haut et Court, Arte France Cinema","Drama","French (France)","Nov 22, 2006","Apr 3, 2007","$12.3K","1h 55m","Teenage Lucie (Isild Le Besco) is a great fan of rock diva Lauren Waks (Emmanuelle Seigner), so she is thrilled when her mother arranges for the woman to pay a visit to their home. Lauren warbles a love song and leaves, and Lucie runs away to be with the object of her obsession. The teen manages to worm her way into Lauren's entourage and forms an emotionally co-dependent bond with the megastar.",71,60,"Backstage"
