"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Rodman Flender","Donald P. Borchers","Turi Meyer, Al Septien","Planet Productions","R","Comedy, Fantasy, Horror","English","Apr 8, 1994, Limited","Aug 10, 2016","1h 25m","Surround, Stereo","A leprechaun (Warwick Davis) surfaces in Los Angeles to claim a bride, as his previous object of affection was denied to him a thousand years before in Ireland. He kidnaps teenager Bridget (Shevonne Durkin), grotesquely murdering anyone who gets in his way. It falls to Bridget's boyfriend, Cody (Charlie Heath), to rescue her. Cody enlists the aid of his perpetually tipsy uncle, Morty (Sandy Baron), who decides to go after the homicidal leprechaun's pot of gold.",6,29,"Leprechaun 2"
