"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Tony Craig, Bobs Gannaway, Bobs Gannaway","Jess Winfield","Walt Disney Television Animation, Walt Disney Pictures","G","Kids & Family, Comedy, Animation","English","Jan 1, 2014","1h 4m","Surround","It's been several years since Stitch (Chris Sanders), the result of eccentric Dr. Jookiba's (David Ogden Stiers) ""Experiment 626,"" landed on Earth and befriended a girl, Lilo (Daveigh Chase). Now Stitch, Lilo and the doctor live in Hawaii with Lilo's sister, Nani (Tia Carrere). But their lives are turned upside down by the arrival of Capt. Gantu (Kevin Michael Richardson), who kidnaps Jookiba to find out the location of his other 625 experiments. It's up to Lilo and Stitch to save Jookiba.",20,51,"Stitch! The Movie"
