"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"David Jones","Sam Spiegel","Harold Pinter","20th Century Fox","R","Drama","English","Feb 19, 1982, Original","1h 35m","One-time lovers Jerry (Jeremy Irons) and Emma (Patricia Hodge) meet in a London pub for the first time since their breakup. Emma informs Jerry that she's confessed to her husband, Robert (Ben Kingsley), about their affair. From there, in reverse chronology, they ruminate on the highs and lows of their tumultuous seven-year relationship, from their first meeting, to the eventual chilling of their romance, to their betrayal of cuckold Robert, Jerry's best friend.",86,77,"Betrayal"
