"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Shunji Iwai","Shunji Iwai","Cowboy Pictures","Miramax","Drama","Japanese","Jul 12, 2002, Original","May 7, 2019","$24.8K","2h 26m","Dolby Stereo, DTS","Flat (1.85:1)","For kids around the world, music is often the only salvation when the pain and anxiety of teenage life becomes too much to bear. Yuichi (Hayato Ichihara) is in the 8th grade and he worships Lily Chou-Chou, a Bjork-like chanteuse whose epic music is lush and transcendent. Yuichi only lives for Lily Chou-Chou's big Tokyo concert, where the lies and violence can be washed away by the presence of his goddess and her powerful music. But fate has yet another obstacle in store for Lily's devoted fan.",69,89,"All About Lily Chou-Chou"
