"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alan J. Pakula","Sydney Pollack, Mark Rosenberg","Frank Pierson, Alan J. Pakula","Warner Bros., Mirage Enterprises","R","Mystery & Thriller","English","Aug 15, 2008","$85.7M","2h 7m","Surround","Flat (1.85:1)","Prosecuting attorney Raymond Horgan (Brian Dennehy) assigns his chief deputy, the taciturn Rusty Sabitch (Harrison Ford), to investigate the rape and murder of colleague Carolyn Polhemus (Greta Scacchi), unaware of their torrid affair. When evidence implicates Rusty, Horgan's political enemies demand his arrest, devastating Rusty's wife, Barbara (Bonnie Bedelia). In desperation, Rusty turns to crafty defense attorney Sandy Stein (Raul Julia), only to be stunned by his trial's revelations.",86,67,"Presumed Innocent"
