"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Garson Kanin","Robert Sisk","RKO Radio Pictures","RKO Pictures","Comedy, Drama","English","Jun 13, 1931, Original","Jul 21, 2009","1h 26m","Janie (Ginger Rogers) is a telephone operator who is caught up in the lines of love. Three men are after her hand in marriage: car salesman Tom (George Murphy), Chicago millionaire Dick (Alan Marshal) and auto mechanic Harry (Burgess Meredith). But Janie just can't seem to make up her mind between them. While fantasizing about her futures with each of the men, Janie spends her time desperately trying to juggle between them until she can make her decision.",100,45,"Tom, Dick and Harry"
