"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Karan Johar","Karan Johar, Gauri Khan, Shah Rukh Khan","Karan Johar","Dharma Productions, Red Chillies Entertainment","Romance, Comedy","Hindi","Oct 19, 2012, Original","Nov 30, 2016","$326.5K","2h 27m","Scope (2.35:1)","Abhi (Sidharth Malhotra) and Rohan's (Varun Dhawan) friendship is shaken when Abhi falls for their mutual friend, Shanaya (Alia Bhatt).",50,49,"Student of the Year"
