"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"David Giler","Lou Lombardo, Michael Leeve","David Giler","Columbia Pictures","Rastar Pictures, Columbia Pictures Corporation","PG","Comedy","English","Dec 25, 1975, Original","1h 40m","Sam Spade Jr. (George Segal) inherits his father's detective business and the still-coveted Maltese falcon.",27,50,"The Black Bird"
