"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Hari Sama","Rodrigo Ordoñez, Hari Sama, Max Zunino","Samuel Goldwyn Films","Catatonia Films","Drama","Spanish","Aug 23, 2019, Limited","Oct 5, 2019","1h 55m","In 1986 Mexico City, a 17-year-old boy doesn't fit in anywhere, not in his family nor with the friends he has chosen in school. But everything changes when he is invited to a mythical nightclub, where he discovers the underground nightlife scene.",82,66,"Esto no es Berlín"
