"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Newbrook","John Brittany","PG","Horror","English","Dec 5, 1972, Limited","Jul 1, 2016","1h 39m","A gentleman photographer (Robert Stephens) in Victorian England tries to trap the human spirit at the moment of death.",67,48,"The Asphyx"
