"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jose Luis Guerin","Luis Miñarro","Jose Luis Guerin","Drama","French (Canada)","Apr 17, 2020","1h 24m","A man returns to a city to track down a woman he met there six years ago.",78,71,"In the City of Sylvia"
