"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Judy Irving","Judy Irving","Shadow Distribution","Pelican Media","G","Documentary","English","Feb 11, 2005, Limited","Nov 17, 2023","Aug 17, 2016","1h 23m","Dolby Digital","Flat (1.85:1)","A homeless musician's life is transformed after he discovers a flock of wild South American parrots living in San Francisco. How they got there is a mystery, but Mark Bittner forms a bond with the exotic birds through his music and his patient, attentive care. Over time he comes to appreciate their individual identities and makes a case for humans to reevaluate their relationship to animals. When he is forced to leave them, he despairs over the birds' fate.",95,85,"The Wild Parrots of Telegraph Hill"
