"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jeffrey Bloom","Steven Nalevansky","R","Horror","English","Jan 28, 1981, Original","Feb 21, 2014","1h 29m","Policemen (John Saxon, David Huffman) are baffled when people disappear, sucked into the beach by a sand creature.",13,24,"Blood Beach"
