"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Cam Archer","Cam Archer","Cam Archer","IFC Films","Cut and Paste Films","Drama","English","Feb 28, 2007, Limited","Jul 10, 2007","$9.1K","1h 38m","Logan (Malcolm Stumpf), a 13-year-old outcast, becomes obsessed with Rodeo (Patrick White), an older classmate who lets him tag along on walks through the woods. As his obsession grows, he invents a female persona and makes sexy calls to Rodeo at night, and also raids his mother's closet for wigs and clothing.",67,59,"Wild Tigers I Have Known"
