"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Howard Zieff","First Artists","PG","Comedy","English","Nov 7, 2008","1h 52m","When her accountant absconds with all her money, Hillary Kramer (Barbra Streisand) goes from reigning queen of the perfume business to flat broke. Down to her last few possessions of value, Hillary finds a contract for a boxer known as Eddie ""Kid Natural"" Scanlon (Ryan O'Neal). He's a completely inept fighter, but Kramer is desperate enough to think he's her ticket back to glory. She aggressively promotes him despite his flaws, and falls in love along the way.",40,42,"The Main Event"
