"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alain Resnais","Bruno Pèsery","Jean-Pierre Bacri, Agnès Jaoui","Merchant-Ivory Productions [us], Artistic License","Alia Film, Vega Films, Greenpoint Films, Caméra One, European Co-production Fund, Arena Films, Cofimage 9, Le Studio Canal +, France 2 Cinema, Sofineurope, Télévision Suisse-Romande (TSR)","Comedy, Drama, Romance","French (Canada)","Nov 12, 1997, Original","$32.4K","2h 0m","Surround, Dolby Digital","Half a dozen Parisians repeatedly cross paths as they traverse the city and occasionally lip-sync popular tunes from bygone eras. Dull Claude (Pierre Arditi) is married to frustrated Odile (Sabine Azéma), who wants a new apartment. Her former lover Nicolas (Jean-Pierre Bacri) is also looking to move and turns to real estate agent Simon (André Dussollier) for help. Simon has a crush on Camille (Agnès Jaoui), Odile's sister, who is dating Simon's boss, Marc (Lambert Wilson).",71,81,"Same Old Song"
