"Director","Producer","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Bhaskar Hazarika","Shyam Bora, Poonam Deol","Drama","Hindi","1h 47m","A lonely, married woman bonds with a younger man over their shared love of unusual foods. As their excursions become more adventurous, their relationship begins to take a dark turn.",88,83,"Ravening"
