"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alan Rudolph","David Blocker, Shep Gordon, Carolyn Pfeiffer","R","Drama","English","May 27, 1988, Original","Sep 17, 2002","$20.3K","2h 6m","Surround","In the Roaring Twenties, aspiring painter Nick Hart (Keith Carradine), a U.S. expat who has decamped to Paris, tries to scrape together a living. He has a talent for reproductions but his own work is not selling well, so he takes a job forging famous paintings for rich art patron Nathalie de Ville (Geraldine Chaplin). However, things get awkward when Hart's ex-wife, Rachel (Linda Fiorentino), shows up with her new husband, Bertram Stone (John Lone), who attempts to buy the counterfeits.",81,62,"The Moderns"
