"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Pietro Francisci","G","Adventure","Italian","Jan 23, 2017","1h 47m","After the quick thinking of Hercules (Steve Reeves) saves Princess Iole (Sylva Koscina), he is tasked with training her irresponsible brother, Iphitus (Mimmo Palmara), to assume their father's place as king. Hercules falls for the beautiful Iole, but must perform a series of grueling tasks when Iphitus is killed in a tragic accident. When the mysterious Jason (Fabrizio Mioni) appears and claims to be the rightful king, he, Hercules and the Argonauts set sail for the legendary Golden Fleece.",38,42,"Hercules"
