"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Julie Davis","Julie Davis, Fred Kramer, Gina Meyers","Julie Davis","Serious Dan, Without a Box","R","Romance, Comedy","English","Aug 23, 2002, Original","Mar 22, 2005","$119.7K","1h 25m","Surround","Amy Mandell (Julie Davis) is a 29-year old self-help author who, having been burned by men over and over, has made it her mission to convince women that they don't need men to establish their self-worth. Despite the urgings of her happily married friends, Amy refuses to entertain the possibility of giving love a chance. But when Amy meets Matthew Starr (Nick Chinlund), a shock jock known for his sexist on-air antics, irresistible charm, and sexual prowess, she takes on the ultimate challenge.",26,34,"Amy's Orgasm"
