"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Carlos Sorin","Óscar Kramer","Santiago Calori, Salvador Roselli, Carlos Sorin","NC-17","Drama","Spanish","May 23, 2006","1h 37m","Dolby Digital","With bills to pay and a daughter to support, Juan Villegas (Juan Villegas) is desperately in need of a job. Unfortunately, at age 52, and without any marketable skills, gainful employment seems unlikely. His luck changes when he helps a woman repair her car and she repays his kindness by giving him a pure-bred puppy. Convinced of his future in the competitive dog circuit, Villegas seeks out the help of dog trainer Walter Donado (Walter Donado) and the two take their fortunes on the road.",85,82,"El perro"
