"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Maria Sole Tognazzi","Donatella Botti","Ivan Cotroneo, Francesca Marciano, Maria Sole Tognazzi","RAI Cinema","Drama","Italian","May 4, 2015","$306.4K","1h 25m","A hotel critic (Margherita Buy) is forced to reexamine the choices she's made in her personal life after her usual support network collapses.",62,48,"I Travel Alone"
