"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Hlynur Pálmason","Katrin Pors, Eva Jakobsen, Mikkel Jersin, Anton Máni Svansson","Hlynur Pálmason, Hlynur Pálmason","Janus Films","Snowglobe, Join Motion Pictures","Drama","Danish","Feb 3, 2023, Limited","$60.1K","2h 23m","In the late 19th century, a young Danish priest travels to a remote part of Iceland to build a church and photograph its people. But the deeper he goes into the unforgiving landscape, the more he strays from his purpose, the mission and morality.",91,75,"Godland"
