"Director","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Sebastian Gutierrez","TV-MA, R","Horror, Mystery & Thriller","English","Jul 6, 2004","1h 30m","Two Irish carnival workers, Angus (Rufus Sewell) and Lily (Carla Gugino), operate a lackluster sideshow for a circus. All of that has the potential to change when they meet an old sailor, Mr. Woolrich (Aubrey Morris), who happens to possess a real mermaid (Rya Kihlstedt). With visions of fame and success running through his head, Angus abducts the mermaid and boards a boat to America with Lily. However, the mermaid is not as docile as she seems, and crew members start mysteriously disappearing.",38,44,"She Creature"
