"Director","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Henry Hathaway","Paramount Pictures, Hal Wallis Productions","Western","English","Jan 21, 2010","2h 2m","Four ne'er-do-well sons reunite in their Texas hometown to attend their mother's funeral. Led by older brothers John (John Wayne), a gunfighter, and Tom (Dean Martin), a gambler, the four soon learn that their father gambled away the family ranch, which was the cause of his murder. The brothers decide to avenge their father's death and win back the ranch, a situation that quickly leads to trouble with the local sheriff and violent conflict with the rival Hastings clan.",100,82,"The Sons of Katie Elder"
