"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Satyajit Ray","Satyajit Ray","Government of West Bengal","Drama","Bangla","Oct 20, 2015","2h 6m","Impoverished priest Harihar Ray (Kanu Bannerjee), dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work. Alone, his wife, Sarbojaya (Karuna Bannerjee), looks after her rebellious daughter, Durga (Uma Das Gupta), and her young son, Apu (Subir Bannerjee), as well as Harihar's elderly aunt Indir (Chunibala Devi). The children enjoy the small pleasures of their difficult life, while their parents suffer the daily indignities heaped upon them.",98,93,"Pather Panchali"
