"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Mikhael Hers","Pierre Guyard","Mikhael Hers, Maud Ameline","Nord-Ouest Productions, arte France Cinéma","Drama","French (France)","1h 47m","Flat (1.85:1)","When 20-year-old David's elder sister is brutally killed in an attack, he takes charge of his 7-year-old niece, Amanda.",96,76,"Amanda"
