"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Derek","Metro-Goldwyn-Mayer","R","Adventure","English","Jul 24, 1981, Limited","Jan 1, 2008","1h 52m","Innocent Jane (Bo Derek) seeks her flamboyant British father (Richard Harris) in Africa and meets Tarzan (Miles O'Keeffe), who shows her around.",10,18,"Tarzan, the Ape Man"
