"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jim Hanon","Bill Ewing, Bart Gavigan, Tom Newman","Jim Hanon, Bart Gavigan, Bill Ewing","Every Tribe Entertainment, Toy Gun Films, Bearing Fruit Entertainment","PG-13 (Intense Sequences of Violence)","Drama","English","Jan 20, 2006, Wide","Mar 11, 2017","$11.7M","1h 52m","Mincayani (Louie Leonardo), a tribesman in the Ecuadorean rain forest, lives by a violent code: kill or be killed. His world changes after he and his family kill a group of missionaries. Following the massacre, Mincayani and his family abandon violence and embrace their enemies. When the now-grown son (Chad Allen) of one of the slain missionaries returns to learn about his father's death, he becomes part of Mincayani's family.",42,82,"End of the Spear"
