"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Carlos Alonso Ojea, Carlos Alonso-Ojea","Raimon Masllorens","Carlos García Miranda, Carlos García Miranda","Netflix","Brutal Media","Mystery & Thriller, Horror","Spanish","Aug 25, 2023","1h 27m","Eight horror-loving friends fight for their lives when a killer clown who seems to know the grim secret they share begins to pick them off, one by one.",8,23,"Killer Book Club"
