"Director","Screenwriter","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Karel Reisz","Melvyn Bragg, Clive Exton, Margaret Drabble","PG","Biography","English","2h 33m","This biography of modern-dance pioneer Isadora Duncan (Vanessa Redgrave) details the performer's tumultuous life. The film reveals how the beautiful, outspoken and graceful American-born dancer rejected ballet and moved to Europe to pursue a freer form of movement. Duncan's many love affairs are also heavily featured, most notably her relationship with Paris Singer (Jason Robards), an heir to the Singer sewing-machine fortune, and the volatile Russian writer Sergei Yesenin (Ivan Tchenko).",80,65,"Isadora"
