"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Alan Crosland","Samson Raphaelson","Warner Bros. Pictures","Warner Bros.","Musical","English","Oct 6, 1927, Original","Jan 1, 2009","1h 37m","Young Jakie Rabinowitz (Bobby Gordon) loves jazz and ragtime, and wants to be a performer. But his father (Warner Oland) is a cantor, and he orders his son to carry on the family tradition. Jakie tries his hand anyway, only to be discovered by neighbor Moisha Yudelson (Otto Lederer) and kicked out of the house. A decade later, an older Jakie (Al Jolson) has followed his dream, changed his name and found love with performer Mary (May McAvoy), but he still wants to win his father over.",78,56,"The Jazz Singer"
