"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Peter Schønau Fog","Louise Vesth","Peter Schønau Fog, Christian Jungersen","Zentropa Entertainments","Drama","Danish","May 29, 2018","1h 37m","Scope (2.35:1)","When a school principal gets a terminal diagnosis, his marriage begins to fall apart.",42,NA,"You Disappear"
