"Director","Producer","Screenwriter","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Irvin","Richard Johnson","Harold Pinter","PG","Comedy, Drama","English","$2.2M","1h 35m","Surround","Neara (Glenda Jackson) is a successful children's book author with a bad case of writer's block, so she looks to aquatic life for inspiration. At a London aquarium she chances on William (Ben Kingsley), a diffident bookseller with an enthusiasm for turtles. Musing over the hopelessly confined state of a group of tank-dwelling sea turtles, Neara and William, with the help of sympathetic zookeeper George (Michael Gambon), conspire to break the turtles free from captivity.",82,73,"Turtle Diary"
