"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Mélanie Laurent","Bruno Lévy","Julien Lambroschini, Mélanie Laurent, Julien Lambroschini","Film Movement","Drama","French (France)","Sep 11, 2015, Limited","Dec 29, 2016","$42.3K","1h 31m","Charlie, a 17-year-old girl tortured by doubt, is thrilled when she becomes friends with Sarah, but when Sarah tires of Charlie and looks for a new friend, their relationship takes an ominous turn.",93,79,"Breathe"
