"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mark Anthony Galluzzo","Mark Anthony Galluzzo","Doubble Troubble Entertainment","R","Mystery & Thriller, Horror","English","Aug 26, 2003","1h 38m","Dolby SR","A killer terrorizes guests at a college student's graduation party in Las Vegas.",20,35,"R.S.V.P."
