"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bud Greenspan, Leslie Woodhead","Terrence Malick, Max Palevsky, Edward R. Pressman","Buena Vista Pictures","Walt Disney Pictures","G","Drama","English","May 14, 1999, Wide","Mar 22, 2016","$229.1K","1h 23m","Dolby Digital, Surround","This docudrama focuses on the life and accomplishments of Ethiopian runner Haile Gebrselassie, who won a gold medal at the 1996 Olympic Games. The revered athlete appears as himself, as do his parents, though scenes of his early years are dramatized and depict the aspiring young runner (Yonas Zergaw) learning how to channel his talent in rural Ethiopia. Most notably, however, the film presents footage of Gebrselassie's exciting Olympic win in the 10,000-meter category.",50,52,"Endurance"
