"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Frank Borzage","Carl Laemmle Jr.","Wm. Anthony McGuire","Universal Pictures","Romance","English","May 1, 1934, Original","Oct 2, 2013","1h 31m","Hans (Douglass Montgomery) and Emma Pinneberg (Margaret Sullavan) are a newly married couple living in rural Germany. In search of fortune, the pair set out for Berlin, moving in with Hans' stepmother, who works with the shady Holger Jachman (Alan Hale). After Jachman finds him a job, Hans discovers that his stepmother is running a brothel, and that Jachman has eyes for Emma. Leaving the house, the pair struggles to find solid ground as Hans looks for work to support his pregnant wife.",83,79,"Little Man, What Now?"
