"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Geoff Burrowes","Raymond Wagner","Dennis Shryack, Michael Blodgett","Hollywood Pictures, Silver Screen Partners IV","R","Action","English","May 16, 2019","$4.3M","1h 31m","Stereo, Surround","A casino-town mob boss (Ken Pogue) puts a price on the head of a law student (Patrick Dempsey) he blames for his son's death.",0,59,"Run"
