"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Butler","Walt Disney Productions","G","Kids & Family, Comedy","English","Mar 1, 2013","1h 36m","Enthusiastic mailroom clerk Steven Post (Kurt Russell) hassles the uppity director of programming, Francis Wilbanks (Joe Flynn), on a daily basis with his ideas on how to salvage the ratings of their faltering television studio, but he's always shot down. Steven's girlfriend, Jennifer Scott (Heather North), is caring for a recently abandoned television-watching, beer-swilling chimpanzee named Raffles, and when Steven realizes that the chimp can predict television ratings, he hatches a new plan.",83,48,"The Barefoot Executive"
