"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Milton Katselas","M.J. Frankovich","Abby Mann, Ernest Tidyman","PG","Crime, Drama","English","Feb 5, 1975, Original","Jun 29, 2016","1h 52m","Patty Butler (Susan Blakely) is a New York City police detective working undercover to investigate a Times Square drug-trafficking ring run by a street-smart crook named Stick Henderson (Tony King). When a naive rookie cop, Bo Lockley (Michael Moriarty), begins to investigate Patty, the incident ends with Patty shot dead. After Patty's death, Bo's corrupt superiors attempt to cover up the incident, and Bo is forced into an uneasy alliance with Stick Henderson.",43,60,"Report to the Commissioner"
