"Director","Screenwriter","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Kaneto Shindô","Kaneto Shindô","Horror, Fantasy","Japanese","Oct 18, 2011","1h 39m","In this ghost story based on a folk tale of feudal Japan, a group of samurai mercenaries led by Raiko Minamoto (Kei Satô) storm the home of Yone (Nobuko Otowa) and her daughter, Shigei (Kiwako Taichi), pillaging their food before raping and murdering the pair and finally burning the house down. When the samurai are set upon by vengeful vampire-like ghosts, it falls to the warrior Gintoki (Kichiemon Nakamura) to slay the malicious spirits, but his connection to the victims leads to conflict.",96,85,"Kuroneko"
