"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ann Hu","Ann Hu","Ann Hu, Dan Huang, Bob McAndrew, Kate Raisz, Louyi Tang","Sony Pictures Classics","China Film, C & A Productions, Post Production Playground, Central Motion Pictures Corporation, Road Movies Vierte Produktionen, Beijing Film Studio, Filmstiftung Nordrhein-Westfalen, Schulberg Productions","PG (Mild Language)","History, Drama","Chinese","Apr 6, 2001, Wide","$149.3K","1h 55m","Surround","Peking, 1902. The Feng Tai Photo Shop is in a frenzy of preparation for the arrival of Peking's most important opera star, Lord Tan. Liu Jinglun (Yu Xia), the chief photographer, is oblivious to the chaos as he tinkers with a broken Victrola he has found in a junk pile on his way to work. His boss, Master Ren (Peiqi Liu), chides Liu for his incessant fascination with Western novelties, which he feels have no place in traditional Chinese society.",73,67,"Shadow Magic"
