"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Clyde Bruckman, Buster Keaton","Buster Keaton, Joseph M. Schenck","Clyde Bruckman, Al Boasberg, Buster Keaton, William Pittenger, Charles Smith, Paul Smith","Image Entertainment Inc., Radio Films S.A.E.S.A. [es], Cineteca S.A., Madacy Entertainment Group Inc. [us], Andrés Vicente Gómez Montero [es], Reel Media International [us], United Artists, Kino Video, Thames Video Collection, Republic Pictures, Aikman Video, LS Video","United Artists, Buster Keaton Productions Inc. [us]","Comedy, Action, Adventure, Drama, War","English","Feb 5, 1927, Wide","Sep 1, 2016","1h 23m","Flat (1.37:1)","One of the most revered comedies of the silent era, this film finds hapless Southern railroad engineer Johnny Gray (Buster Keaton) facing off against Union soldiers during the American Civil War. When Johnny's fiancée, Annabelle Lee (Marion Mack), is accidentally taken away while on a train stolen by Northern forces, Gray pursues the soldiers, using various modes of transportation in comic action scenes that highlight Keaton's boundless wit and dexterity.",92,92,"The General"
