"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Robert Bresson","Agnès Delahaie","Robert Bresson","New Yorker Films","Crime, Drama","French (Canada)","May 26, 1963, Wide","Mar 11, 2017","1h 15m","Mono","Michel (Martin La Salle) takes up pickpocketing on a lark and is arrested soon after. His mother dies shortly after his release, and despite the objections of his only friend, Jacques (Pierre Leymarie), and his mother's neighbor Jeanne (Marika Green), Michel teams up with a couple of petty thieves in order to improve his craft. With a police inspector (Jean Pélégri) keeping an eye on him, Michel also tries to get a straight job, but the temptation to steal is hard to resist.",94,85,"Pickpocket"
