"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Medak","Jules Buck, Jack Hawkins","Peter Barnes","AVCO Embassy Pictures, Nelson Entertainment [us], Criterion Collection, Image Entertainment Inc.","Keep Films","PG","Comedy","English","Sep 13, 1972, Original","Oct 15, 2020","2h 34m","When the Earl of Gurney (Harry Andrews) dies in a cross-dressing accident, his schizophrenic son, Jack (Peter O'Toole), inherits the Gurney estate. Jack is not the average nobleman; he sings and dances across the estate and thinks he is Jesus reincarnated. Believing that Jack is mentally unfit to own the estate, the Gurney family plots to steal Jack's inheritance. As their outrageous schemes fail, the family strives to cure Jack of his bizarre behavior, with disastrous results.",77,85,"The Ruling Class"
