"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Hal Hartley","Bruce Weiss","R","Romance, Comedy","English","Jan 1, 2016","$352.4K","1h 47m","High school dropout Maria Coughlin (Adrienne Shelly) is having a rough time of it on Long Island. Her father recently died of a heart attack, her boyfriend has left her and she's pregnant. To make matters even worse, her mother has now kicked her out of the house. But when electronics genius Matthew Slaughter (Martin Donovan) comes into her life, things start to brighten up for Maria. Sure, he's unemployed and a little unhinged, but together they just might have a chance.",80,93,"Trust"
