"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alain Resnais","Anatole Dauman","Jean Cayrol","Eclair, Argos Films, Dear Film Produzione, Alpha Films, Les Films de la Pléiade [fr]","Drama","French (Canada)","Oct 13, 1963, Limited","Mar 20, 2007","1h 55m","Mono","Flat (1.37:1)","Antiques dealer Hélène Aughain (Delphine Seyrig) lives in the small French village of Boulogne, along with her stepson, Bernard (Jean-Baptiste Thierrée), a veteran of the Algerian War. One day, Hélène's ex-lover Alphonse (Jean-Pierre Kérien) arrives, bringing with him a new mistress named Francoise (Nita Klein), as well as memories of the war and romance. However, this proves to be too much tension for one home, and jealousies, lusts and dark secrets soon lead to tragedy.",80,79,"Muriel"
