"Director","Producer","Screenwriter","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Victor Salva","Michael Danty, Robin Mortarotti, Victor Salva","Victor Salva","R","Horror","English","1h 24m","Three brothers (Nathan Forrest Winters, Brian McHugh, Sam Rockwell) are trapped in an old house with three escaped killers wearing clown suits.",33,41,"Clownhouse"
