"Director","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Humberto Hinojosa Ozcariz","Anton Goenechea, Humberto Hinojosa Ozcariz","Filmadora Nacional, Tigre Pictures","Comedy, Romance","Spanish","1h 34m","Two friends on the road trip of a lifetime have their friendship and beliefs put to the test by a new acquaintance.",83,61,"Road to Mars"
