"Director","Producer","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Samuel Fuller","Samuel Fuller","Deputy Corporation","War","English","Mar 17, 2017","1h 24m","In the early days of the Korean War, gruff U.S. Sgt. Zack (Gene Evans) is retreating to safety after an enemy attack wipes out his unit. Rescued and guided through the jungle by a friendly Korean orphan (William Chun), Zack runs into an African-American medic (James Edwards) and a platoon led by Lt. Driscoll (Steve Brodie), a by-the-book officer. Together, this unlikely band of brothers make their way to an abandoned Buddhist temple, where they stage a desperate attempt to fend off the enemy.",100,85,"The Steel Helmet"
