"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Hal Ashby","Robert F. Blumofe, Harold Leventhal, Jeffrey M. Sneller","Robert Getchell, Woody Guthrie","United Artists, Metro-Goldwyn-Mayer","United Artists","PG","Biography","English","Dec 5, 1976, Original","Feb 29, 2000","2h 27m","Mono","35mm, Scope (2.35:1)","The Dust Bowl overtakes his native Oklahoma in the early 1930s, and struggling young musician Woody Guthrie (David Carradine) leaves his wife, Mary (Melinda Dillon), to join the great westward migration to southern California. When he meets singer and union agitator Ozark Bule (Ronny Cox), Guthrie finds his populist political voice -- but at the expense of his personal life. Director Hal Ashby adapted this biopic from Guthrie's 1943 autobiography of the same title.",81,76,"Bound for Glory"
