"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Tom Huang","Tanner Kling, Randy Kulina, Cindy Lu, Alan Pao, Brian Yang, Tom Huang","Tom Huang","Easy Adventure Films","Retrofit Films, Tunnel Post, Stoddard Temple","Drama, Comedy","English","May 9, 2023","1h 46m","DEALING WITH DAD follows MARGARET CHANG as she reluctantly goes back to her hometown with her hapless brothers to deal with the sudden depression of their dad. The thing is, everybody hates him and he's actually nicer depressed than well.",78,92,"Dealing with Dad"
