"Director","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alejandro Montiel","Netflix","Crime, Drama, Mystery & Thriller","Spanish","May 28, 2020","1h 56m","Scope (2.35:1)","A police officer works her first big case while simultaneously investigating her boss for murder.",14,36,"Intuition"
