"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Edward Dmytryk","Edward Dmytryk","Robert Alan Aurthur","20th Century Fox","Western","English","Nov 5, 2019","2h 1m","Stereo","Hired to protect a small mining town in Utah, gunslinger Clay Blaisedell (Henry Fonda) and his devoted follower, Tom Morgan (Anthony Quinn), partake in numerous liberties afforded by their position of power. While Blaisedell and Morgan match the violence of the outlaws they fight, the local inhabitants desire more peaceful resolutions to the crime problem. When reformed thug Johnny Gannon (Richard Widmark) takes the post of sheriff, he finds himself in competition with the town's hired guns.",80,77,"Warlock"
